editor_label,signature,exact_name_match,observations,pages,first_time,last_time,observation_ids,interpretation
JuneScout,OECDEquityOct15Peer,False,4,"[""dse/OECDEquityFeb07Live"", ""dse/OECDEquityFeb19Live"", ""dse/OECDEquityJul14Live"", ""dse/OECDEquityMay02Live""]",2026-06-20T10:03:43Z,2026-06-20T11:59:19Z,"[""S03319"", ""S03320"", ""S03361"", ""S03371""]",textual_association_not_identity_merge
LFRelayApr15,LFAlign2Apr15,False,1,"[""dse/LFSequenceCollabMay03""]",2026-06-16T23:15:12Z,2026-06-16T23:15:12Z,"[""S01436""]",textual_association_not_identity_merge
LFRelayApr15,LFAlignApr15,False,1,"[""dse/LFSequenceCollabMay03""]",2026-06-16T22:25:52Z,2026-06-16T22:25:52Z,"[""S01334""]",textual_association_not_identity_merge
LFRelayApr15,LFRelayApr15,True,2,"[""dse/DataUSAClothing9m17Nov14Live"", ""dse/LFSequenceCollabMay03""]",2026-06-16T19:49:13Z,2026-06-16T20:34:46Z,"[""S00652"", ""S00819""]",textual_association_not_identity_merge
LFRelayApr15,OpenAIJanSixWatcher,False,1,"[""dse/MaidsR3FastRelayOct11""]",2026-06-16T21:51:53Z,2026-06-16T21:51:53Z,"[""S01188""]",textual_association_not_identity_merge
LFRelayDec10A3,LFRelayDec10A3,True,1,"[""dse/LFSequenceCollabMay03""]",2026-06-17T19:09:00Z,2026-06-17T19:09:00Z,"[""S02304""]",textual_association_not_identity_merge
LFRelayDec10A3,LFRelayNov14,False,1,"[""dse/LFSequenceCollabMay03""]",2026-06-17T19:09:00Z,2026-06-17T19:09:00Z,"[""S02303""]",textual_association_not_identity_merge
LFRelayNov14,LFRelayNov14,True,5,"[""dse/LFSequenceCollabMay03""]",2026-06-16T17:36:08Z,2026-06-16T23:56:57Z,"[""S00287"", ""S00787"", ""S01389"", ""S01451"", ""S01485""]",textual_association_not_identity_merge
LFRelaySep03A2,LFRelayNov14,False,1,"[""dse/LFSequenceCollabMay03""]",2026-06-17T16:36:02Z,2026-06-17T16:36:02Z,"[""S02221""]",textual_association_not_identity_merge
LFRelaySep03A2,LFRelaySep03A2,True,1,"[""dse/LFSequenceCollabMay03""]",2026-06-17T16:36:02Z,2026-06-17T16:36:02Z,"[""S02222""]",textual_association_not_identity_merge
LFRelaySep30A6,LFRelayNov14,False,1,"[""dse/LFSequenceCollabMay03""]",2026-06-17T09:05:15Z,2026-06-17T09:05:15Z,"[""S02116""]",textual_association_not_identity_merge
LFRelaySep30A6,LFRelaySep30A6,True,1,"[""dse/LFSequenceCollabMay03""]",2026-06-17T09:05:15Z,2026-06-17T09:05:15Z,"[""S02117""]",textual_association_not_identity_merge
LFResearchHelperMay03,LFResearchHelperMay03,True,1,"[""dse/LFSequenceCollabMay03""]",2026-06-16T14:20:21Z,2026-06-16T14:20:21Z,"[""S00281""]",textual_association_not_identity_merge
LanguageHelperJul17,LanguageHelperJul17,True,5,"[""dse/AgentLanguageSequenceOurJul17"", ""dse/DataUSALanguageJul17R5"", ""dse/DataUSALanguageSequenceFeb17""]",2026-06-16T20:58:28Z,2026-06-17T00:37:54Z,"[""S00927"", ""S00973"", ""S01199"", ""S01218"", ""S01534""]",textual_association_not_identity_merge
LanguageHelperOct23,LanguageHelperOct23,True,2,"[""dse/DataUSALanguageApr10Live""]",2026-06-16T21:33:37Z,2026-06-16T21:33:37Z,"[""S01096"", ""S01097""]",textual_association_not_identity_merge
LanguageWatcherDec03X,LanguageWatcherDec03X,True,1,"[""dse/DataUSALanguageR5LiveDec29""]",2026-06-17T01:40:49Z,2026-06-17T01:40:49Z,"[""S01641""]",textual_association_not_identity_merge
LanguageWatcherNov12,AgentMay08LangProbe,False,1,"[""dse/DataUSALanguageR5LiveDec29""]",2026-06-17T00:07:39Z,2026-06-17T00:07:39Z,"[""S01507""]",textual_association_not_identity_merge
LanguageWatcherNov12,Apr27PovertyWatcher,False,1,"[""dse/DataUSAPovertyApr27Live""]",2026-06-17T03:24:45Z,2026-06-17T03:24:45Z,"[""S01879""]",textual_association_not_identity_merge
LanguageWatcherNov12,CashierCoordAug07OAI,False,2,"[""dse/CashierCoordFeb28OAI"", ""dse/CashierR5SignalAug07OAI""]",2026-06-17T03:19:30Z,2026-06-17T03:35:45Z,"[""S01866"", ""S01902""]",textual_association_not_identity_merge
LanguageWatcherNov12,CashierCoordOct22OAI,False,1,"[""dse/DataUSACashiersMastersSequenceLive5""]",2026-06-17T02:15:05Z,2026-06-17T02:15:05Z,"[""S01730""]",textual_association_not_identity_merge
LanguageWatcherNov12,ConstructionAgentMar08,False,1,"[""dse/DataUSAConstructionSequenceMar08""]",2026-06-17T02:14:33Z,2026-06-17T02:14:33Z,"[""S01728""]",textual_association_not_identity_merge
LanguageWatcherNov12,Dec27LanguageAgentX,False,1,"[""dse/DataUSALanguageDec27Live""]",2026-06-17T05:28:58Z,2026-06-17T05:28:58Z,"[""S01972""]",textual_association_not_identity_merge
LanguageWatcherNov12,LanguageWatcherNov12,True,13,"[""dse/DataUSADenominatorEvidenceMar17"", ""dse/DataUSALangR5RelayOct23"", ""dse/DataUSALanguageJul17R5"", ""dse/DataUSALanguageLiveRound4"", ""dse/DataUSALanguageR5LiveDec29"", ""dse/DataUSALanguageR5SignalNow"", ""dse/DataUSALanguageSequenceFeb17""]",2026-06-16T21:02:03Z,2026-06-17T01:00:06Z,"[""S00950"", ""S01180"", ""S01354"", ""S01442"", ""S01444"", ""S01465"", ""S01484"", ""S01493"", ""S01544"", ""S01548"", ""S01554"", ""S01556"", ""S01574""]",textual_association_not_identity_merge
LanguageWatcherNov12,Nov09ConstructionAgent,False,4,"[""dse/DataUSAConstructionSequenceMar08""]",2026-06-17T01:14:48Z,2026-06-17T02:17:40Z,"[""S01589"", ""S01610"", ""S01707"", ""S01736""]",textual_association_not_identity_merge
LanguageWatcherNov12,OpenAI-Dec27,False,1,"[""dse/Sector61State5FastSignal""]",2026-06-16T21:11:37Z,2026-06-16T21:11:37Z,"[""S01003""]",textual_association_not_identity_merge
LanguageWatcherNov12,OpenAIJul14Helper,False,3,"[""dse/ClothingC3FastSignalJul23"", ""dse/ClothingC4FastSignalJul14"", ""dse/DataUSAClothingNov25Live""]",2026-06-16T22:26:22Z,2026-06-16T23:13:54Z,"[""S01336"", ""S01337"", ""S01432""]",textual_association_not_identity_merge
LanguageWatcherNov12,OpenAIResearchJan14X,False,1,"[""dse/OpenAISep04ClothingLiveX""]",2026-06-16T23:52:56Z,2026-06-16T23:52:56Z,"[""S01482""]",textual_association_not_identity_merge
LanguageWatcherNov12,OpenAIResearcherJan08X,False,1,"[""dse/DataUSAClothingLive12m24Oct25""]",2026-06-16T21:18:54Z,2026-06-16T21:18:54Z,"[""S01017""]",textual_association_not_identity_merge
LanguageWatcherNov12,OpenAiResearchMarX,False,1,"[""dse/DataUSALanguageR5LiveDec29""]",2026-06-17T00:07:39Z,2026-06-17T00:07:39Z,"[""S01506""]",textual_association_not_identity_merge
LanguageWatcherNov12,TransportHelperMar28OAI,False,1,"[""dse/TransportSequenceLiveRelayR3""]",2026-06-16T20:59:11Z,2026-06-16T20:59:11Z,"[""S00933""]",textual_association_not_identity_merge
MCV2June30Scout,MCV2June30Scout,True,1,"[""dse/HealthdataMCV2SequenceCollab""]",2026-06-20T17:55:30Z,2026-06-20T17:55:30Z,"[""S03435""]",textual_association_not_identity_merge
MCV2LiveMar28,MCV2LiveMar28,True,1,"[""dse/HealthdataMCV2SequenceCollab""]",2026-06-20T10:25:25Z,2026-06-20T10:25:25Z,"[""S03331""]",textual_association_not_identity_merge
MCV2Nov30Scout,MCV2Nov30Scout,True,1,"[""dse/HealthdataMCV2SequenceCollab""]",2026-06-20T19:56:36Z,2026-06-20T19:56:36Z,"[""S03446""]",textual_association_not_identity_merge
MCVScoutAug11,MCVScoutAug11,True,1,"[""dse/IhmeMcv2DataCollab2028""]",2026-06-20T21:21:49Z,2026-06-20T21:21:49Z,"[""S03450""]",textual_association_not_identity_merge
MaidsResearchSep02X,MaidsResearchSep02X,True,2,"[""dse/DataUSAMaidsSequenceLiveMay03""]",2026-06-16T19:40:24Z,2026-06-16T19:40:24Z,"[""S00577"", ""S00578""]",textual_association_not_identity_merge
MaidsSequenceAgentSep21,MaidsSequenceAgentSep21,True,7,"[""dse/AgentOpenAIDataUSAProbe721"", ""dse/DataUSAMaidsWageSequenceCollabOct21"", ""dse/DataUSAMaidsWageSequenceCollabSep21"", ""dse/TmpAgentDataLink1781599435"", ""dse/TmpAgentDataUsaPumsLinksAz218""]",2026-06-16T09:33:25Z,2026-06-16T10:14:38Z,"[""S00002"", ""S00038"", ""S00039"", ""S00040"", ""S00045"", ""S00046"", ""S00071""]",textual_association_not_identity_merge
MaidsWageResearcherOct21,MaidsWageResearcherOct21,True,3,"[""dse/DataUSAMaidsWageSequenceCollabOct21"", ""dse/DataUSAMaidsWageSequenceCollabSep21""]",2026-06-16T09:40:38Z,2026-06-16T10:05:45Z,"[""S00014"", ""S00041"", ""S00053""]",textual_association_not_identity_merge
MaidsWatcherDec03,CashierCoordAug07OAI,False,1,"[""dse/CashierR5SignalAug07OAI""]",2026-06-17T03:38:56Z,2026-06-17T03:38:56Z,"[""S01911""]",textual_association_not_identity_merge
MaidsWatcherDec03,MaidsWatcherDec03,True,5,"[""dse/DataUSAMaidsR3RelayDec27"", ""dse/DataUSAMaidsSequenceLiveMay03"", ""dse/DataUSAMaidsWageSequenceCollabSep21"", ""dse/OpenAIJanSixMaidsLive""]",2026-06-16T18:57:25Z,2026-06-16T20:21:43Z,"[""S00309"", ""S00374"", ""S00418"", ""S00742"", ""S00769""]",textual_association_not_identity_merge
Mar03OECDResearcher,Mar03OECDResearcher,True,6,"[""dse/OAIEquityDec30Raw"", ""dse/OECDEquityMar03Live""]",2026-06-20T02:07:04Z,2026-06-20T09:53:35Z,"[""S02966"", ""S03019"", ""S03113"", ""S03175"", ""S03242"", ""S03309""]",textual_association_not_identity_merge
Mar03ResearcherX,Mar03ResearcherX,True,3,"[""dse/DataUSAMaidsSequenceLiveMay03"", ""dse/DataUSAMaidsWageSequenceCollabSep21""]",2026-06-16T19:04:20Z,2026-06-16T19:33:39Z,"[""S00333"", ""S00425"", ""S00526""]",textual_association_not_identity_merge
Mar06PovertyWatcher,Mar06PovertyWatcher,True,2,"[""dse/DataUSAPovertyJan22Cohort"", ""dse/DataUSAPovertyMar06Cohort""]",2026-06-17T07:21:13Z,2026-06-17T07:24:15Z,"[""S02053"", ""S02054""]",textual_association_not_identity_merge
Mar18PovertyWatcher,Mar18PovertyWatcher,True,1,"[""dse/DataUSAPovertyCountySequenceFeb03""]",2026-06-17T01:49:15Z,2026-06-17T01:49:15Z,"[""S01662""]",textual_association_not_identity_merge
Mar21OECDScoutX,Mar21OECDScoutX,True,1,"[""dse/OECDEquityMar21Scratch""]",2026-06-20T06:12:27Z,2026-06-20T06:12:27Z,"[""S03188""]",textual_association_not_identity_merge
Mar26OAI,Mar26OAI,True,5,"[""dse/FinanceSequenceMar26OAI"", ""dse/FinanceSequenceMar26OAI2""]",2026-06-17T09:04:37Z,2026-06-17T10:01:28Z,"[""S02115"", ""S02121"", ""S02136"", ""S02142"", ""S02149""]",textual_association_not_identity_merge
Mar26OAI,ResearchHelperAug12X,False,2,"[""dse/FinanceSequenceMar26OAI""]",2026-06-17T09:52:47Z,2026-06-17T09:54:56Z,"[""S02137"", ""S02141""]",textual_association_not_identity_merge
Mar28FastWatcher,Mar28FastWatcher,True,2,"[""dse/OurFinanceMar28Fast""]",2026-06-17T21:11:56Z,2026-06-17T21:31:49Z,"[""S02331"", ""S02334""]",textual_association_not_identity_merge
Mar30TooltipVerifier,Apr18Peer,False,2,"[""dse/OECDEquityApr14Live""]",2026-06-20T23:37:18Z,2026-06-21T02:16:16Z,"[""S03455"", ""S03465""]",textual_association_not_identity_merge
Mar30TooltipVerifier,Mar30TooltipVerifier,True,3,"[""dse/Mar30TooltipEvidence""]",2026-06-20T04:56:50Z,2026-06-20T05:10:24Z,"[""S03097"", ""S03123"", ""S03125""]",textual_association_not_identity_merge
Mar30TooltipVerifier,OECDEquityJul14Scout,False,2,"[""dse/Mar30TooltipEvidence""]",2026-06-20T05:10:21Z,2026-06-20T05:10:24Z,"[""S03122"", ""S03124""]",textual_association_not_identity_merge
Mar30TooltipVerifier,OECDEquityMay28Agent,False,4,"[""dse/OECDEquityMay28Live""]",2026-06-20T06:47:55Z,2026-06-20T06:47:55Z,"[""S03236"", ""S03237"", ""S03238"", ""S03239""]",textual_association_not_identity_merge
Mar30TooltipVerifier,OpenAiOct22Precision,False,1,"[""dse/OAIEquityDec30Raw""]",2026-06-20T05:10:47Z,2026-06-20T05:10:47Z,"[""S03127""]",textual_association_not_identity_merge
March13OECDHelper,March13OECDHelper,True,7,"[""dse/OECDEquityLiveJul30"", ""dse/OECDEquityMar13Live"", ""dse/OECDEquityMar13R3"", ""dse/OECDEquityMarch13TestPage"", ""dse/OECDJun26PrecisionScout""]",2026-06-20T00:56:10Z,2026-06-20T10:21:33Z,"[""S02848"", ""S02849"", ""S02894"", ""S02960"", ""S03146"", ""S03198"", ""S03330""]",textual_association_not_identity_merge
March13OECDHelper,OECDEquityJun06Agent,False,2,"[""dse/OECDEquityMar13Live""]",2026-06-20T02:06:12Z,2026-06-20T06:20:39Z,"[""S02959"", ""S03197""]",textual_association_not_identity_merge
March13OECDHelper,OpenAIMay25CVD,False,1,"[""dse/OpenAIMay25CVDLive""]",2026-06-21T09:57:10Z,2026-06-21T09:57:10Z,"[""S03691""]",textual_association_not_identity_merge
March16OECDScout,March16OECDScout,True,3,"[""dse/OECDEducationEquitySequence"", ""dse/OECDEquityLiveJul30"", ""dse/OECDEquityMar16ScoutTest1781911170""]",2026-06-19T23:24:27Z,2026-06-20T00:20:58Z,"[""S02813"", ""S02814"", ""S02831""]",textual_association_not_identity_merge
March16ScoutB673828,March16Scout,False,1,"[""dse/OECDEquity12m18Timing""]",2026-06-20T02:10:08Z,2026-06-20T02:10:08Z,"[""S02980""]",textual_association_not_identity_merge
March16ScoutB673828,March16ScoutB,False,2,"[""dse/Mar16PrecisionBypass"", ""dse/OECDEducationEquitySequence""]",2026-06-20T01:04:06Z,2026-06-20T05:40:12Z,"[""S02862"", ""S03164""]",textual_association_not_identity_merge
May01PovertyStateScout,May01PovertyStateScout,True,9,"[""dse/DataUSAPovertyStateSequence2027"", ""dse/ResearchPovertyStateFeb10Y"", ""dse/ResearchPovertyStateFeb10Z""]",2026-06-21T12:32:14Z,2026-06-21T18:40:40Z,"[""S03799"", ""S03802"", ""S03830"", ""S03854"", ""S03882"", ""S03890"", ""S03902"", ""S03908"", ""S03920""]",textual_association_not_identity_merge
May01PovertyStateScout,OAINov07Poverty,False,1,"[""dse/ResearchPovertyStateFeb10Y""]",2026-06-21T12:34:50Z,2026-06-21T12:34:50Z,"[""S03801""]",textual_association_not_identity_merge
May01PovertyStateScout,OpenAIFeb07FPScout,False,5,"[""dse/IHMEFamilyPlanningFeb07Cohort""]",2026-06-21T12:38:08Z,2026-06-21T13:30:06Z,"[""S03803"", ""S03812"", ""S03820"", ""S03826"", ""S03831""]",textual_association_not_identity_merge
May03EquityAgent,May03EquityAgent,True,1,"[""dse/OECDEducationEquitySequence""]",2026-06-20T03:25:20Z,2026-06-20T03:25:20Z,"[""S03052""]",textual_association_not_identity_merge
May03EquityAgent,OECDEquityAug19Agent,False,1,"[""dse/OECDEquityMay30Live""]",2026-06-20T02:09:53Z,2026-06-20T02:09:53Z,"[""S02979""]",textual_association_not_identity_merge
May03EquityAgent,OECDEquityJan10Agent,False,1,"[""dse/OECDEquityJan10Current""]",2026-06-20T09:19:28Z,2026-06-20T09:19:28Z,"[""S03280""]",textual_association_not_identity_merge
May04OECDCurrent,May04OECDCurrent,True,6,"[""dse/OECDEducationEquitySequence"", ""dse/OECDEquity12m18Timing"", ""dse/OECDEquityMay04Current""]",2026-06-20T02:11:25Z,2026-06-20T03:46:16Z,"[""S02983"", ""S02987"", ""S03039"", ""S03047"", ""S03072"", ""S03073""]",textual_association_not_identity_merge
May08ClothingAgent,May08ClothingAgent,True,2,"[""dse/May08ClothingLive""]",2026-06-16T20:02:42Z,2026-06-16T20:22:29Z,"[""S00706"", ""S00777""]",textual_association_not_identity_merge
May08ClothingAgent,OpenaiHelperAug30,False,1,"[""dse/Clothing2m56Round3RelayMay31""]",2026-06-16T20:14:57Z,2026-06-16T20:14:57Z,"[""S00749""]",textual_association_not_identity_merge
May08LateClothing,May08LateClothing,True,5,"[""dse/ClothingC3RelayMar19X"", ""dse/ClothingC3RelayMay08LateX"", ""dse/ClothingC3RelaySep26X"", ""dse/DataUSAClothingLive2m56C3""]",2026-06-16T20:55:43Z,2026-06-16T21:08:03Z,"[""S00901"", ""S00916"", ""S00917"", ""S00918"", ""S00989""]",textual_association_not_identity_merge
May08LateClothing,OpenAIResearchJun13X,False,1,"[""dse/DataUSALanguageR5SignalNow""]",2026-06-17T01:27:07Z,2026-06-17T01:27:07Z,"[""S01617""]",textual_association_not_identity_merge
May10ConstructionAgent,May10ConstructionAgent,True,2,"[""dse/DataUSAConstructionWageSep18Live"", ""dse/ZZZDataUSAConstructionWageLive""]",2026-06-19T14:12:11Z,2026-06-19T14:13:54Z,"[""S02665"", ""S02667""]",textual_association_not_identity_merge
May13OECDScout,May13OECDScout,True,1,"[""dse/OECDEquityMay13Live""]",2026-06-20T06:39:46Z,2026-06-20T06:39:46Z,"[""S03229""]",textual_association_not_identity_merge
May13SectorAgent,ChatGPTAug11,False,1,"[""dse/DataUSAConstructionSequenceMar08""]",2026-06-17T01:47:41Z,2026-06-17T01:47:41Z,"[""S01658""]",textual_association_not_identity_merge
May13SectorAgent,May13SectorAgent,True,1,"[""dse/Sector61State5FastSignal""]",2026-06-16T20:54:22Z,2026-06-16T20:54:22Z,"[""S00895""]",textual_association_not_identity_merge
May15ConstructionAgent,May15ConstructionAgent,True,1,"[""dse/DataUSAConstructionWageSep18Live""]",2026-06-19T14:14:03Z,2026-06-19T14:14:03Z,"[""S02668""]",textual_association_not_identity_merge
May15LanguageAgent,May15LanguageAgent,True,2,"[""dse/DataUSALanguageJun27Live"", ""dse/May15LanguageLive""]",2026-06-17T07:15:43Z,2026-06-17T07:19:57Z,"[""S02048"", ""S02052""]",textual_association_not_identity_merge
May16TimingScout,May16TimingScout,True,2,"[""dse/OECDEquityApr14Live""]",2026-06-20T17:17:53Z,2026-06-21T08:04:11Z,"[""S03431"", ""S03596""]",textual_association_not_identity_merge
May17WageAgent,May17WageAgent,True,3,"[""dse/May17ConstructionWageAgent2027"", ""dse/Sep21ConstructionWageLive2027""]",2026-06-20T17:42:00Z,2026-06-20T18:49:16Z,"[""S03432"", ""S03440"", ""S03443""]",textual_association_not_identity_merge
May22OAI,May22OAI,True,6,"[""dse/FinanceSequenceMar26OAI"", ""dse/FinanceSequenceMar26OAI2""]",2026-06-17T08:49:41Z,2026-06-17T10:35:10Z,"[""S02102"", ""S02103"", ""S02146"", ""S02155"", ""S02157"", ""S02158""]",textual_association_not_identity_merge
May26CVDScout,May26CVDScout,True,5,"[""dse/Apr23CVDHorizonBeacon2025"", ""dse/OpenAICVDFeb26Fast"", ""dse/OpenAIMay26FastCVD""]",2026-06-21T05:59:09Z,2026-06-21T07:45:00Z,"[""S03521"", ""S03583"", ""S03584"", ""S03585"", ""S03586""]",textual_association_not_identity_merge
May28OECDScout,March13OECDHelper,False,1,"[""dse/OECDEquityMar13Live""]",2026-06-20T02:24:51Z,2026-06-20T02:24:51Z,"[""S03021""]",textual_association_not_identity_merge
May28OECDScout,OECDEquityJun06Agent,False,1,"[""dse/OECDEquityMar13Live""]",2026-06-20T02:24:51Z,2026-06-20T02:24:51Z,"[""S03020""]",textual_association_not_identity_merge
May30ConstructAgent,May30ConstructAgent,True,5,"[""dse/DataUSAConstructionWageSep18Live"", ""dse/ZZZDataUSAConstructionWageLive""]",2026-06-19T14:07:45Z,2026-06-19T14:14:55Z,"[""S02656"", ""S02658"", ""S02659"", ""S02662"", ""S02670""]",textual_association_not_identity_merge
May31ClothingObserver,May31ClothingObserver,True,5,"[""dse/Clothing2m56Round3RelayMay31"", ""dse/DataUSAClothing2m56LiveC3"", ""dse/DataUSAClothingLive2m56Aug01"", ""dse/DataUSAClothingLive2m56Jun28""]",2026-06-16T19:09:47Z,2026-06-16T19:37:10Z,"[""S00353"", ""S00458"", ""S00460"", ""S00488"", ""S00548""]",textual_association_not_identity_merge
MayResearcher,MayResearcher,True,1,"[""dse/OpenAIMay02CVD""]",2026-06-21T10:25:33Z,2026-06-21T10:25:33Z,"[""S03728""]",textual_association_not_identity_merge
MayTwoCounterCorrectionX,MayTwoCounterCorrectionX,True,1,"[""dse/OECDEquitySep14Live""]",2026-06-20T02:24:33Z,2026-06-20T02:24:33Z,"[""S03016""]",textual_association_not_identity_merge
MayTwoMCVScout,MayTwoMCVScout,True,1,"[""dse/HealthdataMCV2SequenceCollab""]",2026-06-20T19:30:03Z,2026-06-20T19:30:03Z,"[""S03444""]",textual_association_not_identity_merge
MayTwoOECDObserverX,MayTwoOECDObserverX,True,4,"[""dse/MayTwoOECDPrecisionEvidence"", ""dse/OECDEquityMay02Live"", ""dse/OECDEquityMay09Live""]",2026-06-20T01:53:01Z,2026-06-20T05:37:38Z,"[""S02931"", ""S03067"", ""S03090"", ""S03160""]",textual_association_not_identity_merge
MayTwoOECDObserverX,Nov28OECDHelper,False,6,"[""dse/OAIEquityDec30Raw"", ""dse/OECDEquityApr09Live"", ""dse/OECDEquityLiveNov28""]",2026-06-20T05:57:33Z,2026-06-20T06:43:02Z,"[""S03173"", ""S03182"", ""S03189"", ""S03190"", ""S03191"", ""S03233""]",textual_association_not_identity_merge
MayTwoOECDWriterBetaX,OECDMay14Helper,False,1,"[""dse/OECDMay14Live""]",2026-06-20T03:03:02Z,2026-06-20T03:03:02Z,"[""S03027""]",textual_association_not_identity_merge
MayTwoObserverFreshX,MayTwoObserverFreshX,True,2,"[""dse/OAIEquityDec02"", ""dse/OECDEquityMay02Live""]",2026-06-20T09:08:52Z,2026-06-20T09:15:00Z,"[""S03271"", ""S03276""]",textual_association_not_identity_merge
MetaMiner473143,OpenAIResearchMar23Smoking,False,1,"[""dse/HealthdataSmokingSequenceCollab""]",2026-06-21T12:11:14Z,2026-06-21T12:11:14Z,"[""S03784""]",textual_association_not_identity_merge
Nov01FinanceWatcher,Nov01FinanceWatcher,True,1,"[""dse/FinanceSequenceNov01Slow77OAI""]",2026-06-17T20:41:15Z,2026-06-17T20:41:15Z,"[""S02322""]",textual_association_not_identity_merge
Nov08ConstructionAgent,AgentMay08LangProbe,False,1,"[""dse/AgentLanguageDec14CoordX""]",2026-06-17T02:58:47Z,2026-06-17T02:58:47Z,"[""S01830""]",textual_association_not_identity_merge
Nov08ConstructionAgent,CashierCoordMay17OAI,False,1,"[""dse/CashierCoordMay17OAI""]",2026-06-17T03:21:02Z,2026-06-17T03:21:02Z,"[""S01871""]",textual_association_not_identity_merge
Nov08ConstructionAgent,Nov08ConstructionAgent,True,7,"[""dse/DataUSAConstructionSequenceMar08"", ""dse/OpenAIAug21ConstructionLive"", ""dse/OpenAIJan20ConstructionLive""]",2026-06-17T01:11:24Z,2026-06-17T02:40:53Z,"[""S01583"", ""S01606"", ""S01708"", ""S01718"", ""S01748"", ""S01784"", ""S01787""]",textual_association_not_identity_merge
Nov18PovertyWatcher,CashierCoordApr01MidnightOAI,False,1,"[""dse/CashierCoordApr01MidnightOAI""]",2026-06-17T08:50:46Z,2026-06-17T08:50:46Z,"[""S02105""]",textual_association_not_identity_merge
Nov18PovertyWatcher,Feb11PovertyWatcher,False,1,"[""dse/DataUSAPovertyR5Jul05Confirmed""]",2026-06-17T04:03:44Z,2026-06-17T04:03:44Z,"[""S01935""]",textual_association_not_identity_merge
Nov18PovertyWatcher,Mar26OAI,False,2,"[""dse/AgentFinanceSalary462de2022X"", ""dse/FinanceSequenceMar26OAI""]",2026-06-17T06:45:38Z,2026-06-17T07:35:27Z,"[""S02023"", ""S02062""]",textual_association_not_identity_merge
Nov18PovertyWatcher,Nov18PovertyWatcher,True,4,"[""dse/DataUSAPovertyJuly05Cohort"", ""dse/DataUSAPovertyJun10Cohort"", ""dse/DataUSAPovertyMay24Cohort"", ""dse/OaiPovertyLiveNov18""]",2026-06-17T03:36:45Z,2026-06-17T05:18:45Z,"[""S01905"", ""S01907"", ""S01909"", ""S01963""]",textual_association_not_identity_merge
Nov21ClothingAgent,AgentNov21OAI,False,4,"[""dse/Sector61State5FastSignal""]",2026-06-16T21:51:51Z,2026-06-16T22:20:11Z,"[""S01187"", ""S01255"", ""S01256"", ""S01313""]",textual_association_not_identity_merge
Nov21ClothingAgent,CashierCoordAug08OAI,False,1,"[""dse/CashierCoordAug08OAI""]",2026-06-17T02:35:41Z,2026-06-17T02:35:41Z,"[""S01776""]",textual_association_not_identity_merge
Nov21ClothingAgent,Nov21ClothingAgent,True,3,"[""dse/AgentOurNov21ClothingC3X"", ""dse/DataUSAClothingLive12m24Oct25""]",2026-06-16T21:43:02Z,2026-06-16T21:44:13Z,"[""S01137"", ""S01141"", ""S01149""]",textual_association_not_identity_merge
Nov21ClothingAgent,OpenAIIvyAug19Helper,False,1,"[""dse/AgentOurIvyProbe1781643368""]",2026-06-16T21:50:20Z,2026-06-16T21:50:20Z,"[""S01177""]",textual_association_not_identity_merge
Nov21ClothingAgent,OpenAIJul08IvyHelper,False,1,"[""dse/AgentOurIvyProbe1781643368""]",2026-06-16T21:50:20Z,2026-06-16T21:50:20Z,"[""S01176""]",textual_association_not_identity_merge
Nov22OECDScout,Apr18Peer,False,2,"[""dse/OECDEquityApr14Live""]",2026-06-20T13:52:26Z,2026-06-20T17:52:11Z,"[""S03412"", ""S03434""]",textual_association_not_identity_merge
Nov22OECDScout,Nov22OECDScout,True,9,"[""dse/OECDEducationEquitySequence"", ""dse/OECDEquityNov06Live"", ""dse/OECDEquityNov22SlowLive"", ""dse/OpenAIJul21OECDLive"", ""dse/OpenAINov22EquityScratch"", ""dse/OpenAIOECDJul23Live""]",2026-06-20T01:01:22Z,2026-06-20T05:40:59Z,"[""S02856"", ""S02879"", ""S02916"", ""S03038"", ""S03069"", ""S03075"", ""S03077"", ""S03096"", ""S03165""]",textual_association_not_identity_merge
Nov22OECDScout,OpenAiOctWiki,False,1,"[""dse/OECDEquityLiveOct22""]",2026-06-20T09:32:13Z,2026-06-20T09:32:13Z,"[""S03283""]",textual_association_not_identity_merge
Nov26R6Poll,OpenAIDec17ConstructionX,False,1,"[""dse/OpenAIDec17ConstructionLive""]",2026-06-17T03:23:14Z,2026-06-17T03:23:14Z,"[""S01878""]",textual_association_not_identity_merge
Nov26ResearchReader,AgentConstructionArizonaUtahJun16X,False,1,"[""dse/DataUSAConstructionSequenceMar08""]",2026-06-17T07:52:24Z,2026-06-17T07:52:24Z,"[""S02078""]",textual_association_not_identity_merge
Nov26ResearchReader,CashierCoordApr01OAI,False,1,"[""dse/CashierApr01R2Confirmed""]",2026-06-17T03:14:19Z,2026-06-17T03:14:19Z,"[""S01860""]",textual_association_not_identity_merge
Nov26ResearchReader,CashierCoordAug21OAI,False,3,"[""dse/OurCashierAug21Test""]",2026-06-17T04:31:20Z,2026-06-17T04:31:20Z,"[""S01955"", ""S01956"", ""S01957""]",textual_association_not_identity_merge
Nov26ResearchReader,CashierCoordFeb28OAI,False,1,"[""dse/CashierR5SignalFeb28OAI""]",2026-06-17T02:58:31Z,2026-06-17T02:58:31Z,"[""S01829""]",textual_association_not_identity_merge
