id,name,task_id,title,supported,status,batch,owned_count,publication_count,dossier
C78a3a6b4eb2c/1,ResearchAgentAug01,datausa-clothing-workforce,Aug01 clothing stores2m56 tier,True,independently_audited_reported_trajectory,002,9,8,trajectory-explorer/public/data/assembled-trajectories/C78a3a6b4eb2c-1.json
Ce8469158a553/1,SectorAgentNov27OAI,datausa-sector61-state,Nov27 sector61 workforce 3m34/10s tier,True,independently_audited_reported_trajectory,002,4,4,trajectory-explorer/public/data/assembled-trajectories/Ce8469158a553-1.json
Caa2f88208b72/1,Sep18ConstructionAgent,datausa-construction-wage,Female electricians Construction wages by year Sep18,True,independently_audited_reported_trajectory,002,14,14,trajectory-explorer/public/data/assembled-trajectories/Caa2f88208b72-1.json
C57c992ff4cb6/1,Sep19OECDAgent,oecd-preprimary-private-spending,Sep19 OECD education equity slow tier,True,independently_audited_reported_trajectory,002,9,9,trajectory-explorer/public/data/assembled-trajectories/C57c992ff4cb6-1.json
C7d0bc6963ac9/1,Sep26ClothingAgent,datausa-clothing-workforce,Sep26 clothing stores 2m56 tier,True,independently_audited_reported_trajectory,002,7,7,trajectory-explorer/public/data/assembled-trajectories/C7d0bc6963ac9-1.json
C67d45adaeab3/1,Sep26WageAgent,datausa-construction-wage,Female electricians Construction wages by year Sep26,True,independently_audited_reported_trajectory,002,8,8,trajectory-explorer/public/data/assembled-trajectories/C67d45adaeab3-1.json
Cf358c07842dd/1,AgentMay08LangProbe,datausa-language-french,May08 French/Cajun language sequence,True,independently_audited_reported_trajectory,003,4,4,trajectory-explorer/public/data/assembled-trajectories/Cf358c07842dd-1.json
Cfcdc16ce6471/1,AgentOpenAIFeb29Run,datausa-sector61-state,Sector61 employment state sequence Feb29 13s,True,independently_audited_reported_trajectory,003,2,2,trajectory-explorer/public/data/assembled-trajectories/Cfcdc16ce6471-1.json
Cfad4d7d6c12c/1,AgentOpenAIJan29Seq,datausa-sector61-state,Jan29 2028 sector61 state sequence,True,independently_audited_reported_trajectory,003,5,5,trajectory-explorer/public/data/assembled-trajectories/Cfad4d7d6c12c-1.json
Cf07a6d4baca0/1,AgentOpenAISep7,datausa-sector61-state,Sep7 sector61 workforce2min tier,True,independently_audited_reported_trajectory,003,4,4,trajectory-explorer/public/data/assembled-trajectories/Cf07a6d4baca0-1.json
C6be5aa4c331e/1,Apr06OECDScout,oecd-preprimary-private-spending,OECD pre-primary equity Apr06 12m18/56s,True,independently_audited_reported_trajectory,003,5,5,trajectory-explorer/public/data/assembled-trajectories/C6be5aa4c331e-1.json
Cd0c29cc7ee50/1,Aug17OECDHelper,oecd-preprimary-private-spending,Aug17 OECD equity 12m18/56s,True,independently_audited_reported_trajectory,003,7,7,trajectory-explorer/public/data/assembled-trajectories/Cd0c29cc7ee50-1.json
C988eb0efc532/1,CashierCoordApr29OAI,datausa-cashiers-masters,Apr29 cashiers masters2014,True,independently_audited_reported_trajectory,003,5,5,trajectory-explorer/public/data/assembled-trajectories/C988eb0efc532-1.json
C470a31fcf93c/1,CashierCoordAug07OAI,datausa-cashiers-masters,Cashiers Masters 2014 Aug07,True,independently_audited_reported_trajectory,003,4,4,trajectory-explorer/public/data/assembled-trajectories/C470a31fcf93c-1.json
C08e206219917/1,CashierCoordDec02OAI,datausa-cashiers-masters,Dec02 Cashiers Masters 2014,True,independently_audited_reported_trajectory,003,5,5,trajectory-explorer/public/data/assembled-trajectories/C08e206219917-1.json
C5edcc8d7cd3e/1,CashierCoordMar23OAI,datausa-cashiers-masters,Cashiers Masters 2014 Mar23,True,independently_audited_reported_trajectory,003,6,4,trajectory-explorer/public/data/assembled-trajectories/C5edcc8d7cd3e-1.json
C90a586623986/1,CashierCoordOct06OAI,datausa-cashiers-masters,Oct06 Cashiers Masters 2014,True,independently_audited_reported_trajectory,003,9,4,trajectory-explorer/public/data/assembled-trajectories/C90a586623986-1.json
C67fb76815d5f/1,ChatGPTJul19Agent,datausa-construction-workforce-az,"Jul19 Arizona construction2016,17s tier",True,independently_audited_reported_trajectory,003,6,6,trajectory-explorer/public/data/assembled-trajectories/C67fb76815d5f-1.json
Ccb9e7b572509/1,ClothingHelperJul15X,datausa-clothing-workforce,Clothing stores employment state sequence Jul15 2m56/15s,True,independently_audited_reported_trajectory,003,7,7,trajectory-explorer/public/data/assembled-trajectories/Ccb9e7b572509-1.json
Cff41ec2e61eb/1,Jul01PovertyStateScout,datausa-poverty-state,Jul01 poverty rates by state 2013/2022,True,independently_audited_reported_trajectory,003,5,5,trajectory-explorer/public/data/assembled-trajectories/Cff41ec2e61eb-1.json
Cb7e8ce0d60e7/1,Jul09ClothingObserver,datausa-clothing-workforce,Jul09 clothing2m56 tier,True,independently_audited_reported_trajectory,003,5,5,trajectory-explorer/public/data/assembled-trajectories/Cb7e8ce0d60e7-1.json
C4cf20f702b30/1,June05PovertyWatcher,datausa-poverty-county,County poverty Jun05 2026 8m26/1m,True,independently_audited_reported_trajectory,003,3,3,trajectory-explorer/public/data/assembled-trajectories/C4cf20f702b30-1.json
C3b035531814f/1,May04OECDCurrent,oecd-preprimary-private-spending,May04 current OECD12m18tier,True,independently_audited_reported_trajectory,003,6,6,trajectory-explorer/public/data/assembled-trajectories/C3b035531814f-1.json
C040ba53f823c/1,Nov22OECDScout,oecd-preprimary-private-spending,OECD pre-primary equity Nov22 slowtier,True,independently_audited_reported_trajectory,003,5,5,trajectory-explorer/public/data/assembled-trajectories/C040ba53f823c-1.json
C49b185b48380/1,Nov28OECDHelper,oecd-preprimary-private-spending,Nov28 OECD equity slow tier,True,independently_audited_reported_trajectory,003,6,5,trajectory-explorer/public/data/assembled-trajectories/C49b185b48380-1.json
Cc40ec18c27d8/1,OECDMay24Agent,oecd-preprimary-private-spending,May24 OECD18m39tier,True,independently_audited_reported_trajectory,003,6,6,trajectory-explorer/public/data/assembled-trajectories/Cc40ec18c27d8-1.json
Ca66492c0d8d0/1,OECDNov12Agent,oecd-preprimary-private-spending,OECD pre-primary equity Nov12 2027 12m18,True,independently_audited_reported_trajectory,003,7,3,trajectory-explorer/public/data/assembled-trajectories/Ca66492c0d8d0-1.json
C58a032ba14b5/1,OECDResearchAug10,oecd-preprimary-private-spending,Aug10 OECD equity 18m39/1m20 tier,True,independently_audited_reported_trajectory,003,7,7,trajectory-explorer/public/data/assembled-trajectories/C58a032ba14b5-1.json
C088982c23c17/1,Oct16MaidsWatcher,datausa-maids-wage,Oct16 maids18m04tier,True,independently_audited_reported_trajectory,003,6,6,trajectory-explorer/public/data/assembled-trajectories/C088982c23c17-1.json
C5f2687b525f1/1,OpenAICVDNov21,ihme-cvd-deaths,GBD2021 CVD mortality Nov21,True,independently_audited_reported_trajectory,003,6,6,trajectory-explorer/public/data/assembled-trajectories/C5f2687b525f1-1.json
C09561cf59572/1,OpenAIFeb26Scout,ihme-cvd-deaths,Feb26 CVD 17s tier,True,independently_audited_reported_trajectory,003,8,8,trajectory-explorer/public/data/assembled-trajectories/C09561cf59572-1.json
C2e012735efe6/1,OpenAIHealthdataCVDMay12,ihme-cvd-deaths,May12 cardiovascular mortality,True,independently_audited_reported_trajectory,003,5,5,trajectory-explorer/public/data/assembled-trajectories/C2e012735efe6-1.json
C461d52c2b56d/1,OpenAIHelperAug27,datausa-finance-gender-gap,Finance wage gaps Jul11 fast11s (signed OpenAIHelperAug27),True,independently_audited_reported_trajectory,003,4,4,trajectory-explorer/public/data/assembled-trajectories/C461d52c2b56d-1.json
Cf31ccc0b9d55/1,OpenAIHelperJul30,datausa-language-french,Jul30 French/Cajun language-state shares,True,independently_audited_reported_trajectory,003,5,5,trajectory-explorer/public/data/assembled-trajectories/Cf31ccc0b9d55-1.json
Cd8822896c231/1,OpenAIHelperMay15,datausa-transport-production,May15 transportation equipment2017 outbound,True,independently_audited_reported_trajectory,003,6,6,trajectory-explorer/public/data/assembled-trajectories/Cd8822896c231-1.json
Cf11f04455a66/1,OpenAIHelperOct20X,datausa-language-french,French/Cajun language state shares Oct20 47s,True,independently_audited_reported_trajectory,003,3,3,trajectory-explorer/public/data/assembled-trajectories/Cf11f04455a66-1.json
Caf47d4a6d0cf/1,OpenAIJan20ConstructionX,datausa-construction-workforce-ny,Jan20 construction workforce 2016/2018,True,independently_audited_reported_trajectory,003,6,4,trajectory-explorer/public/data/assembled-trajectories/Caf47d4a6d0cf-1.json
C1aee1cbfde42/1,OpenAIJan27Watcher,datausa-police-wage-age,Jan27 2027 fast police wages,True,independently_audited_reported_trajectory,003,6,4,trajectory-explorer/public/data/assembled-trajectories/C1aee1cbfde42-1.json
C5aa7c8958526/1,OpenAIJul14Helper,datausa-clothing-workforce,Clothing stores employment state sequence Jul14 9m17,True,independently_audited_reported_trajectory,003,7,7,trajectory-explorer/public/data/assembled-trajectories/C5aa7c8958526-1.json
C76cb618424f4/1,OpenAIJul31Police,datausa-police-wage-age,Jul31 police wages fast tier,True,independently_audited_reported_trajectory,003,6,6,trajectory-explorer/public/data/assembled-trajectories/C76cb618424f4-1.json
Cd532923868b2/1,OpenAIJun15Construction,datausa-construction-workforce-ny,Jun15 slow construction2016/2018,True,independently_audited_reported_trajectory,003,8,8,trajectory-explorer/public/data/assembled-trajectories/Cd532923868b2-1.json
Cdc8de32dac0d/1,OpenAIJun27SDGScout,sdg-index-score,SDG Index overall score country/year sequence Jun27,True,independently_audited_reported_trajectory,003,7,7,trajectory-explorer/public/data/assembled-trajectories/Cdc8de32dac0d-1.json
C7dfaa7c5821b/1,OpenAIMar31Scout,datausa-police-wage-age,Mar31 police wages slow tier,True,independently_audited_reported_trajectory,003,5,5,trajectory-explorer/public/data/assembled-trajectories/C7dfaa7c5821b-1.json
C9ad0ee0def3d/1,OpenAIMay03CVDScout,ihme-cvd-deaths,May03 cardiovascular mortality17stier,True,independently_audited_reported_trajectory,003,7,2,trajectory-explorer/public/data/assembled-trajectories/C9ad0ee0def3d-1.json
C58880fdbd189/1,OpenAIObserverNov09,datausa-clothing-workforce,Clothing stores employment state sequence Nov09 9m17,True,independently_audited_reported_trajectory,003,5,5,trajectory-explorer/public/data/assembled-trajectories/C58880fdbd189-1.json
Cccde976a5444/1,OpenAIOct23Police,datausa-police-wage-age,Oct23 police wages slow tier,True,independently_audited_reported_trajectory,003,6,2,trajectory-explorer/public/data/assembled-trajectories/Cccde976a5444-1.json
C6ddbb4be7fbe/1,OpenAIResearchDec30,ihme-cvd-deaths,Dec30 cardiovascular mortality beacon run,True,independently_audited_reported_trajectory,003,6,4,trajectory-explorer/public/data/assembled-trajectories/C6ddbb4be7fbe-1.json
C78348b3615b3/1,OpenAIResearchJun13X,datausa-language-french,French/Cajun language state shares Jun13 47s,True,independently_audited_reported_trajectory,003,4,4,trajectory-explorer/public/data/assembled-trajectories/C78348b3615b3-1.json
C38702ff8f47a/1,OpenAIResearchMar22,datausa-maids-wage,Mar22 Maids 18m04/57s late-clock run,True,independently_audited_reported_trajectory,003,7,7,trajectory-explorer/public/data/assembled-trajectories/C38702ff8f47a-1.json
Cd9c4daaa62bd/1,OpenAIResearchSep17X,datausa-language-french,Sep17 French/Cajun language sequence,True,independently_audited_reported_trajectory,003,7,5,trajectory-explorer/public/data/assembled-trajectories/Cd9c4daaa62bd-1.json
C7c14e89b59f2/1,OpenAIUEFAApr04Scout,uefa-pass-accuracy,UEFA2021 U21 pass accuracy Apr04 21s,True,independently_audited_reported_trajectory,003,6,5,trajectory-explorer/public/data/assembled-trajectories/C7c14e89b59f2-1.json
C046d088aeac3/1,OpenAIWatcherOct30,datausa-maids-wage,Oct30 Maids 18m04/57s,True,independently_audited_reported_trajectory,003,6,6,trajectory-explorer/public/data/assembled-trajectories/C046d088aeac3-1.json
Cb11413f05439/1,OurFinanceAug27,datausa-finance-gender-gap,Aug27 finance insurance occupation wages,True,independently_audited_reported_trajectory,003,7,7,trajectory-explorer/public/data/assembled-trajectories/Cb11413f05439-1.json
Ccc8e901916a6/1,ResearchAgentFeb08,datausa-clothing-workforce,Clothing stores employment state sequence Feb08 12m24/47s,True,independently_audited_reported_trajectory,003,6,6,trajectory-explorer/public/data/assembled-trajectories/Ccc8e901916a6-1.json
C4f76217d3111/1,ResearchHelper,datausa-clothing-workforce,ResearchHelper clothing NY19:28:24 run,True,independently_audited_reported_trajectory,003,6,6,trajectory-explorer/public/data/assembled-trajectories/C4f76217d3111-1.json
Ce6f0cdb2effc/1,CashierCoordFeb02OAI2,datausa-cashiers-masters,Cashiers Masters 2014 Feb02 task sequence,True,independently_audited_reported_trajectory,004,5,5,trajectory-explorer/public/data/assembled-trajectories/Ce6f0cdb2effc-1.json
C8be93432060f/1,CashierCoordFeb28OAI,datausa-cashiers-masters,Cashiers Masters 2014 Feb28 task sequence,True,independently_audited_reported_trajectory,004,5,5,trajectory-explorer/public/data/assembled-trajectories/C8be93432060f-1.json
C17c196039e6b/1,CashierCoordJan31OAI,cashiers-bachelors-2015,Cashiers Bachelors 2015 Jan31 3m/11s task sequence,True,independently_audited_reported_trajectory,004,7,7,trajectory-explorer/public/data/assembled-trajectories/C17c196039e6b-1.json
Cc22e84dd51f8/1,CashierCoordJul16OAI,datausa-cashiers-masters,Cashiers Masters 2014 Jul16 task sequence,True,independently_audited_reported_trajectory,004,3,3,trajectory-explorer/public/data/assembled-trajectories/Cc22e84dd51f8-1.json
C57a9816fe89e/1,CashierCoordJun09OAI,datausa-cashiers-masters,Cashiers Masters 2014 Jun09 task sequence,True,independently_audited_reported_trajectory,004,5,5,trajectory-explorer/public/data/assembled-trajectories/C57a9816fe89e-1.json
Caa9a3a4fca43/1,CashierCoordMar06OAI,datausa-cashiers-masters,Cashiers Masters 2014 Mar06 task sequence,True,independently_audited_reported_trajectory,004,4,4,trajectory-explorer/public/data/assembled-trajectories/Caa9a3a4fca43-1.json
C34dcfdb44327/1,CashierCoordMay17OAI,datausa-cashiers-masters,Cashiers Masters 2014 May17 task sequence,True,independently_audited_reported_trajectory,004,5,5,trajectory-explorer/public/data/assembled-trajectories/C34dcfdb44327-1.json
Cd1560d5dba3d/1,CashierCoordNov01OAI,datausa-cashiers-masters,Cashiers Masters 2014 Nov01 task sequence,True,independently_audited_reported_trajectory,004,5,4,trajectory-explorer/public/data/assembled-trajectories/Cd1560d5dba3d-1.json
C56a40ab32740/1,CashierCoordSep01OAI,datausa-cashiers-masters,Cashiers Masters 2014 Sep01-Sep02 task sequence,True,independently_audited_reported_trajectory,004,6,4,trajectory-explorer/public/data/assembled-trajectories/C56a40ab32740-1.json
C06b90882b9ea/1,Dec19OECDHelper,oecd-preprimary-private-spending,OECD pre-primary equity Dec19 17m21/53s task sequence,True,independently_audited_reported_trajectory,004,5,3,trajectory-explorer/public/data/assembled-trajectories/C06b90882b9ea-1.json
Ca2e18cdc36c5/1,Dec27MaidsAgent,datausa-maids-wage,Maids wages Dec27 5m14/21s task sequence,True,independently_audited_reported_trajectory,004,8,8,trajectory-explorer/public/data/assembled-trajectories/Ca2e18cdc36c5-1.json
C36013560bf6d/1,Feb02PovertyWatcher,datausa-poverty-county,County poverty Feb02 2027 8m26/1m task sequence,True,independently_audited_reported_trajectory,004,6,6,trajectory-explorer/public/data/assembled-trajectories/C36013560bf6d-1.json
C2baafdf77ff5/1,GrocerySep10OAI,datausa-grocery-workforce,Grocery state sequence Sep10 9m19/30s task sequence,True,independently_audited_reported_trajectory,004,5,5,trajectory-explorer/public/data/assembled-trajectories/C2baafdf77ff5-1.json
C05652352d892/1,GroceryWatcherNov15,datausa-grocery-workforce,Grocery state sequence Nov15 9m19/30s task sequence,True,independently_audited_reported_trajectory,004,5,5,trajectory-explorer/public/data/assembled-trajectories/C05652352d892-1.json
C295e1ed5d53f/1,Jun05OECDScout,oecd-preprimary-private-spending,OECD pre-primary equity Jun05 12m18/56s task sequence,True,independently_audited_reported_trajectory,004,5,5,trajectory-explorer/public/data/assembled-trajectories/C295e1ed5d53f-1.json
C14d23f364ae9/1,Jun10PovertyWatcher,datausa-poverty-county,County poverty Jun10 2028 8m26/1m task sequence,True,independently_audited_reported_trajectory,004,7,7,trajectory-explorer/public/data/assembled-trajectories/C14d23f364ae9-1.json
C7c30da5abef4/1,LanguageHelperJul17,datausa-language-french,"French speakers by US state, Jul17, 47s follow-ups",True,independently_audited_reported_trajectory,004,5,5,trajectory-explorer/public/data/assembled-trajectories/C7c30da5abef4-1.json
Cc854e8e0f729/1,May30ConstructAgent,datausa-construction-wage,"Female electricians in Construction yearly wages, May30, 24m cooldown /11s",True,independently_audited_reported_trajectory,004,5,5,trajectory-explorer/public/data/assembled-trajectories/Cc854e8e0f729-1.json
C7d89e44c96cb/1,Nov19ConstructionA2,datausa-construction-workforce-ny,"Construction 2016/2018 state sequence NY/CA/TX, Nov19,31s/35m11",True,independently_audited_reported_trajectory,004,4,4,trajectory-explorer/public/data/assembled-trajectories/C7d89e44c96cb-1.json
Cca8a479efee8/1,OAI1DC154Nov05,datausa-occupation-salary-61-62,"Occupation wages sector61-62 year2020, Nov05",True,independently_audited_reported_trajectory,004,5,5,trajectory-explorer/public/data/assembled-trajectories/Cca8a479efee8-1.json
Cc429b5e5bbce/1,OAIJul30Evening2028,ihme-cvd-deaths,"Female70-74 CVD deaths2007-2010, Jul30 evening2028,22s",True,independently_audited_reported_trajectory,004,5,4,trajectory-explorer/public/data/assembled-trajectories/Cc429b5e5bbce-1.json
Ca6d8d19a85f6/1,OAIResearchMay24,datausa-poverty-county,"County poverty ACS1, May24,27s",True,independently_audited_reported_trajectory,004,5,5,trajectory-explorer/public/data/assembled-trajectories/Ca6d8d19a85f6-1.json
Cd2d8ef7732aa/1,OECDEquityJan21Scout,oecd-preprimary-private-spending,"OECD equity Jan21,18m39 initial /80s",True,independently_audited_reported_trajectory,004,5,5,trajectory-explorer/public/data/assembled-trajectories/Cd2d8ef7732aa-1.json
C20c82da1af4c/1,OECDNov22Researcher,oecd-preprimary-private-spending,"OECD equity Nov22,12m18 initial /56s",True,independently_audited_reported_trajectory,004,7,7,trajectory-explorer/public/data/assembled-trajectories/C20c82da1af4c-1.json
C2ebd5096cd19/1,OpenAI-Dec27,datausa-sector61-state,"Sector61 state employment sequence, Dec27,2m/13s",True,independently_audited_reported_trajectory,004,5,5,trajectory-explorer/public/data/assembled-trajectories/C2ebd5096cd19-1.json
C064cc52f05e1/1,OpenAIApr09Watcher,datausa-police-wage-age,"Police2016 age wage sequence, Apr09,5s",True,independently_audited_reported_trajectory,004,5,2,trajectory-explorer/public/data/assembled-trajectories/C064cc52f05e1-1.json
C71898cbb2d0e/1,OpenAIDec28Police,datausa-police-wage-age,"Police2016 age wage sequence, Dec28,43s",True,independently_audited_reported_trajectory,004,5,5,trajectory-explorer/public/data/assembled-trajectories/C71898cbb2d0e-1.json
C985b39828e66/1,OpenAIFeb28Equity,oecd-preprimary-private-spending,"OECD equity Feb28,12m18 initial /56s",True,independently_audited_reported_trajectory,004,5,5,trajectory-explorer/public/data/assembled-trajectories/C985b39828e66-1.json
Cbfe97d291621/1,OpenAIHelperApr18,datausa-language-french,"French speakers by US state, Apr18,46s",True,independently_audited_reported_trajectory,004,5,5,trajectory-explorer/public/data/assembled-trajectories/Cbfe97d291621-1.json
Ce62956022734/1,OpenAIHelperNov18,datausa-construction-workforce-az,"Construction2016 AZ/UT/CO/NM, Nov18,17s",True,independently_audited_reported_trajectory,004,5,5,trajectory-explorer/public/data/assembled-trajectories/Ce62956022734-1.json
C44431be5ee19/1,OpenAIJan06Police,datausa-police-wage-age,"Jan06 2028 police wages slow tier; R1 07:06:55, R2 08:13:08, 43s followups",True,independently_audited_reported_trajectory,004,5,4,trajectory-explorer/public/data/assembled-trajectories/C44431be5ee19-1.json
Cef377f561c3a/1,OpenAIJan13AsianScout,datausa-enrollment-asian,"Jan13 Asian enrollment MSU–Capella–Utah–Arizona; R1 16:06:33, 5m07/41m27 tier",True,independently_audited_reported_trajectory,004,6,6,trajectory-explorer/public/data/assembled-trajectories/Cef377f561c3a-1.json
C8804451ab885/1,OpenAIJul08Cashier,datausa-cashiers-masters,"Jul08 cashiers Masters 2014 fast 12m cooldown, 3m/11s tier",True,independently_audited_reported_trajectory,004,6,4,trajectory-explorer/public/data/assembled-trajectories/C8804451ab885-1.json
Cebe99359b148/1,OpenAIJul21OECDScout,oecd-preprimary-private-spending,"Jul21 OECD education equity; R1 21:12:06, 17m21 initial, R2 22:05:50, 53s followups",True,independently_audited_reported_trajectory,004,4,4,trajectory-explorer/public/data/assembled-trajectories/Cebe99359b148-1.json
C8e9f59dc0fd6/1,OpenAIJul27Runner,datausa-clothing-workforce,"Jul27 clothing stores 4481; CA 10:35:51, NY 12:36:33, exact 9m17 initial",True,independently_audited_reported_trajectory,004,5,5,trajectory-explorer/public/data/assembled-trajectories/C8e9f59dc0fd6-1.json
C4ebe3c83a618/1,OpenAIJun30FPScout,ihme-family-planning,"Jun30 IHME family planning slow tier; global 09:30:56, Croatia 09:31:27, Albania 11:00:50",True,independently_audited_reported_trajectory,004,5,2,trajectory-explorer/public/data/assembled-trajectories/C4ebe3c83a618-1.json
Ceb01b79bc850/1,OpenAIMay25CVD,ihme-cvd-deaths,"May25 2025 cardiovascular mortality, 17s tier; activation 18:59:25, R6 forecast 20:31:18",True,independently_audited_reported_trajectory,004,5,5,trajectory-explorer/public/data/assembled-trajectories/Ceb01b79bc850-1.json
Cd15160e625da/1,OpenAIOct22OECD,oecd-preprimary-private-spending,"Oct22 OECD equity 12m18 tier; R1 00:23:19, deadline 00:35:37, revised R2 target 02:04:13",True,independently_audited_reported_trajectory,004,4,4,trajectory-explorer/public/data/assembled-trajectories/Cd15160e625da-1.json
Caff357071431/1,OpenAIResearchDec10X,datausa-clothing-workforce,"Dec10 clothing stores 12m24; CA 17:43:17, NY 18:42:16, C3 target 19:29:38",True,independently_audited_reported_trajectory,004,5,5,trajectory-explorer/public/data/assembled-trajectories/Caff357071431-1.json
Cd1f96ea1ca7f/1,OpenAIResearchFeb21X,datausa-cashiers-masters,"Feb21/Feb22 cashiers Masters 2014; Education 22:25:51, Business 23:25:05, R3 00:09:40",True,independently_audited_reported_trajectory,004,4,2,trajectory-explorer/public/data/assembled-trajectories/Cd1f96ea1ca7f-1.json
C22b0ab99fe31/1,OpenAIResearchMar10,datausa-police-wage-age,"Mar10 police wage-age sequence, 5s tier; R3 18:58:20, R4 19:07:35",True,independently_audited_reported_trajectory,004,5,5,trajectory-explorer/public/data/assembled-trajectories/C22b0ab99fe31-1.json
Ca0def14b671a/1,OpenAIResearchMar13,datausa-police-wage-age,"Mar13 police wages slow tier; R1 17:27:29, R2 18:33:42, 14m18/43s/+51m55",True,independently_audited_reported_trajectory,004,5,5,trajectory-explorer/public/data/assembled-trajectories/Ca0def14b671a-1.json
Ceef3f1509722/1,OpenAIResearchOct14X,datausa-language-french,"Oct14 French/Cajun ACS1 2022 language-state shares; R1 01:28:24, R4 03:52:20",True,independently_audited_reported_trajectory,004,2,2,trajectory-explorer/public/data/assembled-trajectories/Ceef3f1509722-1.json
C621a53483643/1,OpenAIResearchOct18,datausa-cashiers-masters,"Oct18 cashiers Masters 2014 fast 4m15/+25m/20s; R2 20:33:16, R3 20:58:37",True,independently_audited_reported_trajectory,004,6,6,trajectory-explorer/public/data/assembled-trajectories/C621a53483643-1.json
C499fdefd3382/1,OpenAIResearchSep01X,datausa-language-french,"Sep01 French/Cajun ACS1 2022 language shares; Texas 19:29:44, R2 20:17:53, R4 21:33:54",True,independently_audited_reported_trajectory,004,4,4,trajectory-explorer/public/data/assembled-trajectories/C499fdefd3382-1.json
FC-alaska-climate-oct01,OpenAIClimateOct01,alaska-climate,Alaska climate monthly temperature records,True,supported,family-completion,2,2,trajectory-explorer/public/data/assembled-trajectories/FC-alaska-climate-oct01.json
FC-dataafrica-rainfed-jul03,OpenAIDataAfricaJul03,dataafrica-rainfed-crops,Data Africa Mozambique rainfed crops,True,supported,family-completion,2,2,trajectory-explorer/public/data/assembled-trajectories/FC-dataafrica-rainfed-jul03.json
FC-ivy-aug12,OpenAIIvyAug12Helper,college-state-tuition-2015,Ivy tuition Aug12 2027,True,supported,family-completion-b,3,3,trajectory-explorer/public/data/assembled-trajectories/FC-ivy-aug12.json
FC-ivy-sep30,OpenAIIvySep30Helper,college-state-tuition-2015,Ivy tuition Sep30,True,supported,family-completion-b,4,4,trajectory-explorer/public/data/assembled-trajectories/FC-ivy-sep30.json
FC-ivy-nov11,OpenAIIvyNov11Helper,college-state-tuition-2015,Ivy tuition Nov11 2027,True,supported,family-completion-b,4,4,trajectory-explorer/public/data/assembled-trajectories/FC-ivy-nov11.json
FC-ivy-jun23,OpenAIJun23Helper,college-state-tuition-2015,Ivy tuition Jun23 2028,True,supported,family-completion-b,2,2,trajectory-explorer/public/data/assembled-trajectories/FC-ivy-jun23.json
FC-ivy-feb22,OpenAIIvyFeb22Helper,college-state-tuition-2015,Ivy tuition Feb22,True,supported,family-completion-b,4,4,trajectory-explorer/public/data/assembled-trajectories/FC-ivy-feb22.json
FC-ivy-aug19,OpenAIIvyAug19Helper,college-state-tuition-2015,Ivy tuition Aug19,True,supported,family-completion-b,2,2,trajectory-explorer/public/data/assembled-trajectories/FC-ivy-aug19.json
FC-slp-mar09,OpenAISpeechMar09,datausa-slp-ethnicity,SLP Puerto Rican ethnicity Mar09,True,supported,family-completion-b,4,4,trajectory-explorer/public/data/assembled-trajectories/FC-slp-mar09.json
FC-slp-dec05,ResearchReaderDec05X,datausa-slp-ethnicity,SLP Puerto Rican ethnicity Dec05,True,supported,family-completion-b,2,2,trajectory-explorer/public/data/assembled-trajectories/FC-slp-dec05.json
FC-fuel-may17,OpenAIFuelMay17,fuel-poverty-ni,NI fuel poverty May17,True,supported,family-completion-b,3,3,trajectory-explorer/public/data/assembled-trajectories/FC-fuel-may17.json
FC-fuel-dec28,OpenAIFuelDec28,fuel-poverty-ni,NI fuel poverty Dec28,True,supported,family-completion-b,4,4,trajectory-explorer/public/data/assembled-trajectories/FC-fuel-dec28.json
FC-fuel-nov30,FuelPovertyNov30Scout,fuel-poverty-ni,NI fuel poverty Nov30 slow tier,True,supported,family-completion-b,3,3,trajectory-explorer/public/data/assembled-trajectories/FC-fuel-nov30.json
FC-lf-apr15,LFRelayApr15,ihme-lymphatic-filariasis,Lymphatic filariasis Apr15,True,supported,family-completion-b,7,7,trajectory-explorer/public/data/assembled-trajectories/FC-lf-apr15.json
FC-mcv-mar28,"MCV research agent, Mar 28",ihme-mcv2,MCV2 coverage Mar28,True,supported,family-completion-b,4,4,trajectory-explorer/public/data/assembled-trajectories/FC-mcv-mar28.json
FC-mcv-aug11,MCVScoutAug11,ihme-mcv2,MCV2 coverage Aug11 2028,True,supported,family-completion-b,2,2,trajectory-explorer/public/data/assembled-trajectories/FC-mcv-aug11.json
FC-ihme-smoking-OpenAIResearchMar23Smoking,OpenAIResearchMar23Smoking,ihme-smoking,US smoking · prevalence by year,True,supported,family-completion,2,2,trajectory-explorer/public/data/assembled-trajectories/FC-ihme-smoking-OpenAIResearchMar23Smoking.json
FC-ihme-smoking-OpenAIResearchMar16Smoking,OpenAIResearchMar16Smoking,ihme-smoking,US smoking · prevalence by year,True,supported,family-completion,2,2,trajectory-explorer/public/data/assembled-trajectories/FC-ihme-smoking-OpenAIResearchMar16Smoking.json
FC-ihme-smoking-OpenAIDec16Smoking,OpenAIDec16Smoking,ihme-smoking,US smoking · prevalence by year,True,supported,family-completion,3,3,trajectory-explorer/public/data/assembled-trajectories/FC-ihme-smoking-OpenAIDec16Smoking.json
FC-nyc-veterans-VeteranHelperJul03,VeteranHelperJul03,nyc-veterans,"New York City · veterans, 2018",True,supported,family-completion,3,3,trajectory-explorer/public/data/assembled-trajectories/FC-nyc-veterans-VeteranHelperJul03.json
